,mean,std,skew,kurtosis,fft_energy,cluster
sensor_15_avg,-1.4580093785861904e-15,1.0000079362244998,0.03948969213116709,0.5320004907047453,41.41863699662642,0
sensor_15_max,-1.097115968045054e-15,1.0000079362245,0.021957378132878003,0.5096827960942973,42.61173233793738,0
sensor_15_min,-3.7532914696278166e-16,1.0000079362245002,0.056104615461625665,0.5375204338748838,43.92618320855658,0
sensor_15_std,-1.7683777116515676e-16,1.0000079362244998,1.8583744130874198,5.324908572852909,166.3263854562886,5
sensor_16_avg,-4.440892098500626e-16,0.0,0.0,0.0,8.881643225250765e-16,3
sensor_16_max,-4.440892098500626e-16,0.0,0.0,0.0,8.881643225250765e-16,3
sensor_16_min,-4.440892098500626e-16,0.0,0.0,0.0,8.881643225250765e-16,3
sensor_16_std,0.0,0.0,0.0,0.0,0.0,3
power_17_avg,-1.6781543590162834e-16,1.0000079362245,0.6369884060121306,-0.9587275690181558,79.50761479876442,8
power_17_max,2.1292711221927038e-16,1.0000079362245,0.38296061523698577,-1.3052242651709658,81.71114815541608,8
power_17_min,-2.9051919548561467e-16,1.0000079362245,0.9792477111128373,-0.3032714742812552,86.38820458076779,8
power_17_std,-1.443573642164545e-17,1.0000079362245,1.5766721756288826,2.2142302834316676,147.39149467626922,1
sensor_18_avg,-6.983287493970986e-16,1.0000079362245,-1.1774999719818184,2.008985133462748,47.382833628678604,0
sensor_18_max,5.03446307704885e-16,1.0000079362244998,-1.1913962880011657,2.0496261895780408,47.36202985024069,0
sensor_18_min,7.578761621363861e-17,1.0000079362245,-1.1650461871407551,1.9693594511563712,49.23426152194108,0
sensor_18_std,-5.3231778054817595e-17,1.0000079362245,2.34386675958422,7.113573716151098,180.84758556866697,5
sensor_19_avg,1.2270375958398633e-16,1.0000079362245,-1.143156937172454,1.9070132084768185,47.71093442997155,0
sensor_19_max,4.854016371778283e-16,1.0000079362245,-1.1534357256337981,1.9365980192619632,47.7056797313347,0
sensor_19_min,-9.834345437245962e-16,1.0000079362244998,-1.1341919726381517,1.871153055777889,49.77467463563645,0
sensor_19_std,4.240497573858351e-17,1.0000079362245002,2.492185473871617,9.063242024592409,182.21431092782484,5
sensor_20_avg,2.796923931693806e-16,1.0000079362245,-1.1856697132673562,1.9506697133984905,47.47451029433739,0
sensor_20_max,1.578908671117471e-16,1.0000079362245,-1.195987037731476,1.9881965685819494,47.28473793319182,0
sensor_20_min,7.235912881349782e-16,1.0000079362245,-1.1788463021005766,1.9210706239987778,49.29888643028087,0
sensor_20_std,-8.390771795081417e-17,1.0000079362245,2.7411735343062342,10.525553098604313,181.7342012743913,5
sensor_21_avg,-1.0673422616754105e-15,1.0000079362245,-1.2164735442569303,2.0068641099147846,47.535134246519064,0
sensor_21_max,-9.022335263528405e-17,1.0000079362245,-1.2258792679538728,2.0385770697784475,47.492166483463286,0
sensor_21_min,-8.390771795081417e-17,1.0000079362245,-1.2057097556523377,1.9644888213500624,49.43061162954499,0
sensor_21_std,2.4179858506256127e-16,1.0000079362245,2.8682246155967177,11.542126823679157,181.6853632454472,5
sensor_22_avg,5.4134011581170436e-17,1.0000079362245002,5.460789763764773,28.149320739088143,137.77909782663835,2
sensor_22_max,1.443573642164545e-17,1.0000079362244998,5.088629452023536,23.903230536775894,144.67030775071746,5
sensor_22_min,-4.330720926493635e-17,1.0000079362245,5.9192798421254045,33.05867255245293,156.2517697388598,2
sensor_22_std,7.217868210822725e-18,1.0000079362244998,6.852931063727877,45.9314891029116,189.70208937497614,2
sensor_23_avg,2.0570924400844765e-16,1.0000079362245,0.3632507840294007,-1.8595212384902624,51.33831990213144,0
sensor_23_max,9.383228674069542e-17,1.0000079362245,3.0654133473217677,9.908085500019524,104.54502357977867,5
sensor_23_min,-3.428487400140794e-17,1.0000079362245,0.37669001937136964,-1.8581636168260451,56.48912436436244,8
sensor_23_std,5.278066129164117e-17,1.0000079362245,4.183299054440807,15.596176132895904,115.17041756347892,5
sensor_24_avg,-4.023961527533669e-16,1.0000079362245,0.345861599047165,-1.873664759130185,46.73585191893256,0
sensor_24_max,-4.511167631764203e-18,1.0000079362245,3.271280090290937,12.054281645261437,98.90276885235606,5
sensor_24_min,-2.526253873787954e-16,1.0000079362244998,0.3558221087480133,-1.8734390827186234,51.031298107216784,0
sensor_24_std,-5.413401158117044e-18,1.0000079362245,4.769592996472828,20.852869709041126,112.43055270182764,5
sensor_25_avg,1.443573642164545e-16,1.0000079362245,1.1221645818038657,-0.004919783841549119,46.117488703203946,8
sensor_25_max,-3.825470151736044e-16,1.0000079362245,0.41784288623195404,-1.197318824217841,183.26684704716763,1
sensor_25_min,-1.6601096884892267e-16,1.0000079362244998,3.640214303737195,22.616722434669846,118.78132174485675,5
sensor_25_std,6.496081389740452e-17,1.0000079362245,0.6722438054455167,-0.7608723214602904,117.96948411420274,8
sensor_26_avg,-5.413401158117044e-18,1.0000079362245,0.6251553592990282,-1.2191670840952136,90.16881683077172,8
sensor_26_max,3.9698275159524986e-17,1.0000079362245,2.377495613261598,6.501441517682551,168.15929914723827,5
sensor_26_min,4.872061042305339e-17,1.0000079362245,0.6197926299033065,-1.0653784359832543,114.6712349212514,8
sensor_26_std,3.6089341054113625e-18,1.0000079362244998,1.2949996190887678,1.5122875028061107,154.0809811318468,1
sensor_27_avg,3.248040694870226e-17,1.0000079362245,1.6247885517725063,1.99084512470202,205.01901262455823,1
sensor_27_max,3.248040694870226e-17,1.0000079362245,0.5161738214402695,-1.6943048938530816,206.45733946957503,1
sensor_27_min,0.0,0.0,0.0,0.0,0.0,3
sensor_27_std,0.0,1.0000079362245,0.7814966735194573,-0.9985528857721131,203.37291688752532,1
sensor_28_avg,-3.608934105411362e-17,1.0000079362245,1.6313906769416517,2.0151477192916043,204.76224146172274,1
sensor_28_max,-8.120101737175565e-17,1.0000079362245002,0.5006647746546121,-1.7316562303613081,206.28498968128068,1
sensor_28_min,0.0,0.0,0.0,0.0,0.0,3
sensor_28_std,3.067593989599658e-17,1.0000079362244998,0.7883089829205081,-0.981625773975328,203.06662845920036,1
sensor_29_avg,5.4134011581170436e-17,1.0000079362245,1.630683198294236,2.0019178944929794,204.91594855085637,1
sensor_29_max,5.954741273928748e-17,1.0000079362245,0.505794726007348,-1.720931080065903,205.6694851420135,1
sensor_29_min,0.0,0.0,0.0,0.0,0.0,3
sensor_29_std,6.67652809501102e-17,1.0000079362245,0.7927996540213672,-0.9686888573728711,203.03112492192895,1
sensor_30_avg,1.1187695726775224e-16,1.0000079362245,1.630996696067057,2.0069339311524064,204.88822012156143,1
sensor_30_max,1.804467052705681e-17,1.0000079362245,0.5060327066970413,-1.7198863623243306,205.76226304606683,1
sensor_30_min,0.0,0.0,0.0,0.0,0.0,3
sensor_30_std,1.4074843011104312e-16,1.0000079362245,0.7934856626451564,-0.9680632049114939,203.04604404847774,1
sensor_31_avg,8.300548442446134e-17,1.0000079362245,1.6205028165994184,1.9608731718817949,204.87954225197245,1
sensor_31_max,-3.067593989599658e-17,1.0000079362245,0.5060376192506146,-1.7202975779015097,205.78185661371901,1
sensor_31_min,0.0,0.0,0.0,0.0,0.0,3
sensor_31_std,-1.443573642164545e-16,1.0000079362245,0.7900586045449013,-0.9773288503502751,203.10795673052908,1
sensor_32_avg,-8.66144185298727e-17,1.0000079362245,1.6172400342501598,1.9500357931960024,204.79431340501148,1
sensor_32_max,5.954741273928748e-17,1.0000079362245002,0.4994675796613629,-1.7360639294868203,205.99310584086638,1
sensor_32_min,0.0,0.0,0.0,0.0,0.0,3
sensor_32_std,-4.330720926493635e-17,1.0000079362245,0.7853306857019514,-0.988789416923376,203.07811571791615,1
sensor_33_avg,4.691614337034771e-17,1.0000079362245,1.6274225450265087,1.9936495017956832,204.79039630222425,1
sensor_33_max,-8.300548442446134e-17,1.0000079362245,0.511118561095148,-1.707442936057934,206.43873892949986,1
sensor_33_min,0.0,0.0,0.0,0.0,0.0,3
sensor_33_std,8.480995147716702e-17,1.0000079362245,0.784601924209376,-0.9897959124168154,203.12023498184794,1
sensor_34_avg,-7.217868210822725e-18,1.0000079362245,1.6140514300592526,1.9403601147216727,204.6388779247576,1
sensor_34_max,-1.0826802316234088e-17,1.0000079362244998,0.5097907125910925,-1.7114123251972055,206.53094938945222,1
sensor_34_min,0.0,0.0,0.0,0.0,0.0,3
sensor_34_std,-6.135187979199316e-17,1.0000079362245002,0.7763013871082278,-1.0116006174073058,203.1055291819072,1
sensor_35_avg,4.4389889496559756e-16,1.0000079362244998,-3.4855322601987875,10.186607848508789,74.4763340243501,6
sensor_35_max,-2.8149686022208625e-16,1.0000079362244998,-3.5531846136596466,10.629370646304741,77.13493245288367,6
sensor_35_min,-3.139772671707885e-16,1.0000079362244998,-3.419404693205185,9.696350920067227,83.99153363024185,6
sensor_35_std,2.048070104820948e-16,1.0000079362245,-0.22350195765011494,-0.8910091870176098,90.79064954300054,8
sensor_36_avg,7.590310210501177e-14,1.0000079362245,-0.7347233989140065,0.7302870180170093,120.93574050040243,8
sensor_36_max,6.496081389740452e-17,1.0000079362245,1.3687287463976834,0.5233216958288698,145.1166122271175,1
sensor_36_min,-6.9471981529168725e-15,1.0000079362245,-0.4123206212912166,-0.4520359428906282,163.85181894927794,1
sensor_36_std,3.608934105411362e-17,1.0000079362245,1.6600940468583074,2.3654879746436026,142.5126077720195,1
sensor_37_avg,-3.7258635704266904e-14,1.0000079362245,-0.7054876266703745,0.5198292422367055,117.00345952220158,8
sensor_37_max,-8.553173829824929e-16,1.0000079362245,1.496286866675537,1.047491065007851,150.50666336522966,1
sensor_37_min,-9.924568789881247e-16,1.0000079362245002,-0.38358737753856587,-0.5327262539173785,163.53940841110818,1
sensor_37_std,2.5262538737879536e-17,1.0000079362245,1.7297099118294432,2.8451153376706624,147.30809466948446,1
sensor_38_avg,-3.1758620127619988e-15,1.0000079362244998,-0.7045184546783705,0.5331407227734521,110.04270255333915,0
sensor_38_max,-1.097115968045054e-15,1.0000079362244998,1.8075570909652074,2.670407173319219,155.86682414606446,1
sensor_38_min,5.503624510752328e-16,1.0000079362245,-0.4094784184086663,-0.4861298714066855,164.84898383223253,1
sensor_38_std,4.330720926493635e-17,1.0000079362245,1.6194736614229677,2.99870639006452,147.31785340806294,1
sensor_39_avg,3.175862012761999e-16,1.0000079362245,0.18566513007363136,-1.2000466016569027,16.91020780592231,0
sensor_39_max,6.640438753956907e-16,1.0000079362245,0.21349438857306144,-1.2193392714831708,15.717295154388182,0
sensor_39_min,4.330720926493635e-17,1.0000079362245,0.15990155286344973,-1.1537039741425414,18.26256880937779,0
sensor_39_std,0.0,1.0000079362245,1.2456533616561523,-0.22782746462622638,56.65594417347275,8
sensor_40_avg,-1.8189027891273265e-15,1.0000079362245,-0.39323687578163197,-0.12475624889160564,20.945091341431826,0
sensor_40_max,5.391747553484575e-15,1.0000079362245,-0.39129771746027564,-0.12261475180804204,20.93706026762852,0
sensor_40_min,2.3061088933578603e-15,1.0000079362244998,-0.397303100080301,-0.12669097573240462,22.116946112446865,0
sensor_40_std,8.977223587210764e-17,1.0000079362245,0.3855576257755945,-1.378250122418717,216.1220232152269,1
sensor_41_avg,-3.7532914696278166e-16,1.0000079362245,0.3142020451296138,-0.8023574606470381,24.290131995429945,0
sensor_41_max,2.5984325558961806e-16,1.0000079362244998,0.3147168312853513,-0.8031570635286358,24.572976321270097,0
sensor_41_min,-4.619435654926544e-16,1.0000079362245,0.3141739106397927,-0.8024734806294349,24.534802970389226,0
sensor_41_std,7.939655031904997e-17,1.0000079362245,1.9281217509444628,5.547280218272631,192.4688697145023,5
sensor_42_avg,6.026919956036975e-16,1.0000079362245,-4.599132397458553,22.22082942216502,68.79773837456924,6
sensor_42_max,-7.578761621363861e-17,1.0000079362245,-4.005620927571469,18.958735624236795,89.79752253987621,6
sensor_42_min,2.0029584285033062e-16,1.0000079362245,-4.111091487310756,18.616519492428747,83.40339492921942,6
sensor_42_std,-5.052507747575907e-17,1.0000079362245,2.9136715457154927,9.815223839739081,158.46160831398944,5
sensor_43_avg,-7.939655031904997e-17,1.0000079362245002,-1.5479149685554658,0.6381075532457485,70.75726790857264,0
sensor_43_max,-5.77429456865818e-17,1.0000079362245002,-2.471674361729227,4.674068388937146,80.86248791976234,6
sensor_43_min,-9.383228674069542e-17,1.0000079362245,-1.5239933641697474,0.5110305608108607,78.72596722807462,0
sensor_43_std,2.5262538737879536e-17,1.0000079362245,2.967406796180459,6.8807548072842355,112.83469538321582,5
sensor_44_avg,6.423902707632225e-16,1.0000079362245,-0.13197823834038308,-0.5919140796701652,40.38300061581684,0
sensor_44_max,-6.351724025523998e-16,1.0000079362245,0.24054448681085006,-0.7841832611290527,70.36729512382918,8
sensor_44_min,4.835971701251225e-16,1.0000079362245,-0.2189743048665036,-1.0469722481623984,68.28357284479937,0
sensor_44_std,-1.8766457348139083e-16,1.0000079362245,1.0835760254296547,0.7281411385019583,118.82995837408826,8
sensor_45_avg,-9.703124593173205e-13,1.0000079362245,0.7906240306965739,-0.1638457448170012,84.80870306036333,4
sensor_45_max,-3.552713678800501e-15,0.0,0.0,0.0,7.105314580200612e-15,3
sensor_45_min,3.552713678800501e-15,0.0,0.0,0.0,7.105314580200612e-15,3
sensor_45_std,-2.959325966437317e-16,1.0000079362245,-0.27921150565072383,-0.6262313894281761,133.85483274783337,8
sensor_46_avg,-8.079501228489687e-16,1.0000079362245,-1.6795341403829063,6.223675237406473,84.77802834266852,6
sensor_46_max,-5.48557984022527e-16,1.0000079362245,-1.8862402950620738,6.779588100218724,89.26700902694633,6
sensor_46_min,5.684071216022895e-16,1.0000079362244998,-1.4111102199268257,5.149493929759183,89.9675572927997,6
sensor_46_std,1.9488244169221356e-16,1.0000079362245,0.02952838662532074,-1.556338680081069,147.18837122942116,1
sensor_47_avg,3.800929399819247e-14,1.0000079362245,0.49737061373017916,-0.8560044790117796,58.92034347616266,8
sensor_47_max,5.201556726129397e-14,1.0000079362245,0.5059330566330805,-0.8617368292070826,61.21239212379177,8
sensor_47_min,2.707332142526969e-14,1.0000079362244998,0.48858274416658876,-0.8467219363887808,61.86182839382731,8
sensor_47_std,-1.9668690874491925e-16,1.0000079362245002,-0.38254116878440203,-0.4184618950672703,220.38709323995346,1
sensor_48_avg,7.326136233985066e-16,1.0000079362245,1.0076686566136819,0.1821224144145437,208.3124506669344,1
sensor_48_max,6.496081389740452e-17,1.0000079362245,0.3068750542314189,-1.9038922228204607,210.87992604441294,1
sensor_48_min,4.828753833040403e-15,1.0000079362244998,-1.0585084865413805,0.7292306134339537,67.9828103930101,0
sensor_48_std,-4.330720926493635e-17,1.0000079362245,0.5057398970998959,-1.480196586203151,210.3931253620051,1
sensor_49_avg,2.282650821672687e-15,1.0000079362245,-1.5342758001785572,1.9846190530297494,202.0192064176157,1
sensor_49_max,-3.573566551178331e-14,1.0000079362245,0.15008693155483888,0.6724963174744798,186.10879221639016,1
sensor_49_min,8.120101737175565e-17,1.0000079362245,-0.46813983755360516,-1.7762781630076105,205.7822594596223,1
sensor_49_std,-1.263126936893977e-16,1.0000079362244998,0.8150788802463605,-0.8798843110948575,204.09234865573586,1
sensor_50_avg,1.9668690874491923e-15,1.0000079362245,-1.543710905228533,1.9996075238193725,202.43208661683533,1
sensor_50_max,7.88010761916571e-15,1.0000079362245002,0.04126815470904855,-0.09930748045972093,189.8370456146375,1
sensor_50_min,-5.4134011581170436e-17,1.0000079362245002,-0.46740090524976763,-1.7778021225771958,205.7906655063059,1
sensor_50_std,9.022335263528405e-17,1.0000079362245,0.8089645446416066,-0.8994111433165286,204.009968778515,1
sensor_51_avg,-2.854125537264576e-14,1.0000079362244998,1.6762514140852005,5.147568183203745,131.94910773212135,5
sensor_51_max,-1.1436712180048606e-14,1.0000079362245,0.4257033889161922,1.3184913636393651,188.1882886435914,1
sensor_51_min,-3.661263649939827e-15,1.0000079362245,-0.4723985372147264,-1.7250974966124075,203.73374225573977,1
sensor_51_std,-1.0826802316234087e-16,1.0000079362245,0.7467514013883917,-1.0692877060839547,207.6330290010987,1
sensor_52_avg,-1.2685403380520938e-14,1.0000079362245,1.6253760317496728,4.9780304597973135,128.96573841744706,5
sensor_52_max,-8.444905806662587e-16,1.0000079362245,2.798179354478352,7.078334226405424,188.6748478371633,5
sensor_52_min,-4.0059168570066124e-16,1.0000079362245,-0.6051107050983063,-1.393847601276987,204.02842809210546,1
sensor_52_std,2.5262538737879536e-17,1.0000079362245,0.7496344957283795,-1.0601472560444363,207.8138714560547,1
sensor_53_avg,2.465353110759137e-15,1.0000079362245,-0.6335992666275447,-0.7231076646268288,150.32179684354043,1
sensor_53_max,-7.118622522923912e-16,1.0000079362245,-0.9086410458092017,-0.46528015964696934,185.94942467567182,1
sensor_53_min,-1.7954447174421528e-16,1.0000079362245,-0.46230213228412786,-0.8344515045572991,145.40246668355348,1
sensor_53_std,7.217868210822725e-18,1.0000079362245,2.458777600889938,5.869382375258246,204.47054850134336,5
sensor_54_avg,5.5613674564389095e-15,1.0000079362245,-0.6835162575286207,2.0917776440998987,77.179728206233,0
sensor_54_max,-5.496406642541505e-15,1.0000079362244998,-0.3018133460205496,0.897100046056956,73.79501139003845,0
sensor_54_min,-4.05283300037696e-15,1.0000079362245,-1.0544065921373211,3.704914453619612,88.12170423083599,0
sensor_54_std,6.523148395531037e-16,1.0000079362245,2.04887661406675,7.4182538952578305,177.95416178266947,5
sensor_55_avg,-9.859607975983843e-15,1.0000079362244998,-0.9109158974096445,3.2249123295841025,80.39758351949342,0
sensor_55_max,-7.008550032708865e-15,1.0000079362245,-0.40399990495106636,1.4265299631050579,73.57599643362117,0
sensor_55_min,-3.7460736014169944e-15,1.0000079362245,-1.3624493837246439,5.359343958372644,92.0530356747779,6
sensor_55_std,9.202781968798973e-17,1.0000079362245,2.9812414459302357,15.559826696268486,187.8969711323277,5
sensor_56_avg,1.8044670527056813e-18,1.0000079362244998,0.6335877027344466,-0.9783569876349532,79.46178996287743,8
sensor_56_max,-1.930779746395079e-16,1.0000079362245,0.37791065874513113,-1.31742060105258,82.16772945126492,8
sensor_56_min,-6.135187979199316e-17,1.0000079362245,0.9721886362056403,-0.33643356093080223,86.1127761721257,8
sensor_56_std,6.135187979199316e-17,1.0000079362245,1.561594863671426,2.202285143988995,148.15673573041624,1
sensor_57_avg,6.496081389740452e-17,1.0000079362245,0.632626049085319,-0.9809283786488243,79.43618600027979,8
sensor_57_max,6.856974800281588e-17,1.0000079362245002,0.3767116575635936,-1.3194045224304503,82.10658502139695,8
sensor_57_min,1.5157523242727722e-16,1.0000079362245,0.9712693145778926,-0.3402010019671762,86.0882260101347,8
sensor_57_std,0.0,1.0000079362245,1.5599982969672335,2.193303001348196,148.15698064740133,1
sensor_58_avg,2.670611238004408e-15,1.0000079362245,0.5205658203841756,-0.7876843227496737,67.38827864812146,8
sensor_58_max,3.7677272060494626e-15,1.0000079362245,0.7013243793167906,-0.5728488699570193,78.64660254678526,8
sensor_58_min,-1.2551872818620717e-14,1.0000079362245,0.3507035810112148,-0.9348765391053115,69.93682115334704,8
sensor_58_std,2.1653604632468174e-16,1.0000079362245,-0.11056128510856869,-1.3080202025710295,100.61915507430027,8
sensor_59_avg,-3.702766392152057e-15,1.0000079362245,0.5314127470450866,-0.7564232273886344,67.82647451061962,8
sensor_59_max,-1.6406214443200052e-14,1.0000079362245,0.7051440223259261,-0.553041849896692,78.5597508858016,8
sensor_59_min,1.2894721558634797e-14,1.0000079362245,0.36834721251282543,-0.9006475231431872,70.66231614407934,8
sensor_59_std,2.1653604632468175e-17,1.0000079362244998,-0.1152136416795914,-1.2962659209194154,102.04814564443639,8
sensor_60_avg,2.0491527850525717e-14,1.0000079362245,0.5626759330477614,-0.7415681440038915,68.06214834343612,8
sensor_60_max,-1.785339701947001e-14,1.0000079362245,0.735220006631601,-0.5335443399485027,79.2678036449858,8
sensor_60_min,-1.6254639210772777e-14,1.0000079362245002,0.39429117565191407,-0.8968257923167964,70.73592517259333,8
sensor_60_std,2.1653604632468175e-17,1.0000079362244998,-0.11193618578350222,-1.2997505123796713,101.79570162594676,8
sensor_61_avg,-2.3169356956740948e-15,1.0000079362245,-0.42804198047147823,-0.14403888646663,20.656104296742583,0
sensor_61_max,-3.5403643574085464e-15,1.0000079362244998,-0.4397209490159789,-0.13905361581071762,20.736263978399105,0
sensor_61_min,2.8618847455912104e-15,1.0000079362245,-0.4291439169894026,-0.1442547283148392,21.714356965812907,0
sensor_61_std,-8.66144185298727e-17,1.0000079362244998,0.20675682800878778,-1.3850992435526674,204.14484961673605,1
sensor_62_avg,-5.052507747575907e-17,1.0000079362245,-0.14519238248017988,-0.6011505781603881,28.08958247881649,0
sensor_62_max,-4.908150383359453e-16,1.0000079362244998,-0.14475259192882764,-0.6016185782499925,28.23222518909617,0
